name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
singapore city,2022-12-15T00:00:00,21.5,21.5,8.5,43.29,0,0,,0,0,16.9,11.2,31.7,1015,5,24.1,0,0,0,10,Clear,clear-night,remote
singapore city,2022-12-15T01:00:00,21,21,6.3,38.41,0,0,,0,0,18.4,11.2,33.4,1014,5.7,24.1,0,0,0,10,Clear,clear-night,remote
singapore city,2022-12-15T02:00:00,22.9,22.9,13.9,56.87,0,0,,0,0,16.6,0,35.8,1014,30,2,0,0,0,10,Partially cloudy,partly-cloudy-night,42874099999
singapore city,2022-12-15T03:00:00,19.9,19.9,4.3,35.78,0,0,,0,0,11.9,9.4,39.7,1014,99.7,24.1,0,0,0,10,Overcast,cloudy,remote
singapore city,2022-12-15T04:00:00,19.6,19.6,3.9,35.44,0,0,,0,0,11.9,9.7,32.8,1013,82.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
singapore city,2022-12-15T05:00:00,20.1,20.1,13.3,65.16,0,0,,0,0,16.2,1.1,10,1013.5,0,3.9,0,0,0,10,Clear,clear-night,"4,287,509,999,942,870,000,000"
singapore city,2022-12-15T06:00:00,19.1,19.1,12.1,63.86,0,0,,0,0,13.3,7.6,10,1014,0,2,0,0,0,10,Clear,clear-night,42875099999
singapore city,2022-12-15T07:00:00,19.1,19.1,13.1,68.19,0,0,,0,0,7.9,7.6,330,1015,0,3,0,0,0,10,Clear,clear-day,42875099999
singapore city,2022-12-15T08:00:00,22.7,22.7,10.9,47.26,0,0,,0,0,8.3,2.9,344,1015.2,0,3,47,0.2,0,10,Clear,clear-day,"42,875,099,999,428,700,000,000,000,000,000,000,000,000,000"
singapore city,2022-12-15T09:00:00,25.1,25.1,9.1,36.27,0,0,,0,0,11.2,9.4,50,1016,0,4,233,0.8,2,10,Clear,clear-day,42875099999
singapore city,2022-12-15T10:00:00,28.1,27.1,8.1,28.4,0,0,,0,0,12.2,9.4,60,1016,0,4,431,1.6,4,10,Clear,clear-day,42875099999
singapore city,2022-12-15T11:00:00,29,27.9,10.3,31.24,0,0,,0,0,10.4,5.7,44,1013.8,8.6,4.1,588,2.1,6,10,Clear,clear-day,"4,287,509,999,942,870,000,000"
singapore city,2022-12-15T12:00:00,30.1,28.4,7.1,23.63,0,0,,0,0,7.2,5.4,50,1013,50,5,688,2.5,7,10,Partially cloudy,partly-cloudy-day,42875099999
singapore city,2022-12-15T13:00:00,30.1,28.5,8.1,25.3,0,0,,0,0,5.8,3.6,120,1012,50,5,721,2.6,7,10,Partially cloudy,partly-cloudy-day,42875099999
singapore city,2022-12-15T14:00:00,31.3,29.8,10,26.84,0,0,,0,0,3.2,0.8,320,1010.3,58.6,4.1,685,2.5,7,10,Partially cloudy,partly-cloudy-day,"4,287,509,999,942,870,000,000"
singapore city,2022-12-15T15:00:00,30.1,28.7,10.1,28.95,0,0,,0,0,2.5,11.2,360,1011,50,5,582,2.1,6,10,Partially cloudy,partly-cloudy-day,42875099999
singapore city,2022-12-15T16:00:00,29.1,28,10.1,30.67,0,0,,0,0,4.7,5.4,340,1011,30,5,424,1.5,4,10,Partially cloudy,partly-cloudy-day,42875099999
singapore city,2022-12-15T17:00:00,27.3,27.2,13.3,42.11,0,0,,0,0,5,2.9,341,1010.6,34.5,4.1,228,0.8,2,10,Partially cloudy,partly-cloudy-day,"4,294,809,999,942,870,000,000,000,000,000,000,000,000,000,000,000,000,000"
singapore city,2022-12-15T18:00:00,26.1,26.1,14.1,47.57,0,0,,0,0,6.8,5.4,340,1012,30,5,42,0.2,0,10,Partially cloudy,partly-cloudy-night,42875099999
singapore city,2022-12-15T19:00:00,25.1,25.1,14.1,50.48,0,0,,0,0,7.9,3.6,350,1013,30,5,0,0,0,10,Partially cloudy,partly-cloudy-night,42875099999
singapore city,2022-12-15T20:00:00,24.1,24.1,15.7,59.62,0,0,,0,0,7.9,0.5,350,1012.6,38.6,4.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"4,287,509,999,942,870,000,000"
singapore city,2022-12-15T21:00:00,24.1,24.1,13.1,50.21,0,0,,0,0,7.9,3.6,360,1014,30,5,0,0,0,10,Partially cloudy,partly-cloudy-night,42875099999
singapore city,2022-12-15T22:00:00,24.1,24.1,12.1,47.03,0,0,,0,0,7.9,1.8,360,1014,30,5,0,0,0,10,Partially cloudy,partly-cloudy-night,42875099999
singapore city,2022-12-15T23:00:00,22.7,22.7,15.7,64.76,0,0,,0,0,7.6,0.5,360,1012.7,0,4,0,0,0,10,Clear,clear-night,"4,287,509,999,942,870,000,000"
