name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
washington dc city,2022-12-15T00:00:00,3.8,1.4,-5,52.62,0,0,,0,0,9.4,9.1,48,1022.7,100,16,0,0,0,10,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T01:00:00,3.8,0.7,-5,52.74,0,0,,0,0,11.2,12.6,59,1022,99.8,16,0,0,0,10,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T02:00:00,3.3,1.9,-3.2,62.54,0.016,100,rain,0,0,13,5.5,69,1022.1,99.5,16,0,0,0,10,"Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T03:00:00,2.8,-0.2,-2.1,70.31,0.3,100,rain,0,0,13,10.9,69,1022,100,16,0,0,0,10,"Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T04:00:00,2.1,-0.5,-1.1,78.9,0.817,100,rain,0,0,16.6,9.2,59,1022.3,100,8.3,0,0,0,10,"Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T05:00:00,1.6,-1.6,-0.6,84.89,3.689,100,"rain,snow",0.2,0.2,20.5,10.9,78,1021.7,99.8,6.3,0,0,0,10,"Snow, Rain, Overcast",snow,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T06:00:00,1.6,-0.6,0,88.95,2.144,100,"rain,snow",0.2,0.4,20.5,7.4,97,1022.1,100,6.6,0,0,0,10,"Snow, Rain, Overcast",snow,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T07:00:00,1.6,-2.5,0,88.8,3.931,100,"rain,snow",0.3,0.9,22.3,15.9,58,1021.6,100,5.3,0,0,0,10,"Snow, Rain, Overcast",snow,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T08:00:00,1.6,-2.8,0.6,92.97,2.695,100,"rain,snow",0.3,1.2,22.3,17.5,49,1020.5,100,5.3,5,0,0,10,"Snow, Rain, Overcast",snow,"KDCA,72405013743,D6279,72403793728,KADW,KDAA"
washington dc city,2022-12-15T09:00:00,1.7,-1.8,0.7,92.95,1.819,100,"rain,snow",0.1,1.3,22.3,12.3,30,1020.1,100,3.4,7,0,0,10,"Snow, Rain, Overcast",snow,"KDCA,72405013743,72403793728,AS365,KADW,KDAA"
washington dc city,2022-12-15T10:00:00,2.1,-1.5,1.1,93.03,1.762,100,rain,0.3,1.6,25.9,13.5,35,1019.6,100,4.3,28,0.1,0,10,"Rain, Overcast",snow,"KDCA,72405013743,AS365,KADW,KDAA"
washington dc city,2022-12-15T11:00:00,2.2,-1.6,1.7,96.54,2.363,100,rain,0.2,1.8,29.5,14.3,30,1018.6,100,3.1,33,0.1,0,10,"Rain, Overcast",snow,"KDCA,72405013743,AS365,KADW,KDAA"
washington dc city,2022-12-15T12:00:00,2.9,-0.5,2.2,95.64,4.078,100,rain,0,1.8,33.5,12.6,2,1016.9,100,3.2,25,0.1,0,10,"Rain, Overcast",rain,"KDCA,72405013743,AS365,KADW,KDAA"
washington dc city,2022-12-15T13:00:00,3.8,0.4,2.9,93.42,4.101,100,rain,0,1.7,33.5,14.5,40,1014.8,100,3.3,28,0.1,0,10,"Rain, Overcast",rain,"KDCA,72405013743,AS365,KADW,KDAA"
washington dc city,2022-12-15T14:00:00,4.3,0,3.8,96.62,3.355,100,rain,0,1.4,35.3,21.7,40,1012.9,100,6.2,26,0.1,0,10,"Rain, Overcast",rain,"KDCA,72405013743,AS365,KADW,KDAA"
washington dc city,2022-12-15T15:00:00,5,0.8,4.3,95.79,2.177,100,rain,0,1.2,35.3,22.1,51,1010.7,100,5.2,24,0.1,0,10,"Rain, Overcast",rain,"KDCA,72405013743,AS365,KADW,KDAA"
washington dc city,2022-12-15T16:00:00,6.7,3.8,5.7,93.31,0.713,100,rain,0,0.9,35.3,14.8,40,1009.6,100,6,8,0,0,10,"Rain, Overcast",rain,"KDCA,72405013743,AS365,KADW,KDAA"
washington dc city,2022-12-15T17:00:00,6.7,4.3,6.2,96.3,2.013,100,rain,0,0.4,33.5,12.2,5,1009.6,100,6,1,0,0,10,"Rain, Overcast",rain,"KDCA,72405013743,D6279,KADW,KDAA"
washington dc city,2022-12-15T18:00:00,7.2,4.3,6.2,93.39,3.558,100,rain,0,0,31.3,16.3,29,1008.7,99.5,8.2,0,0,0,10,"Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA,PWDM2"
washington dc city,2022-12-15T19:00:00,7.2,4.1,6.2,93.34,0.168,100,rain,0,0,29.5,18.1,11,1007.6,100,14.1,0,0,0,10,"Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T20:00:00,7.9,4.9,7.2,95.83,0.3,100,rain,0,0,25.9,18.2,20,1006.4,100,10.2,0,0,0,10,"Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T21:00:00,8.8,6.3,7.9,93.74,0.624,100,rain,0,0,29.5,16.3,352,1005.9,100,10,0,0,0,10,"Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T22:00:00,8.8,5.8,8.3,96.74,0.899,100,rain,0,0,25.9,20.2,322,1005.7,100,6.2,0,0,0,10,"Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington dc city,2022-12-15T23:00:00,6.7,3.5,5.7,93.29,1.104,100,rain,0,0,29.5,18.3,320,1005.1,100,4.5,0,0,0,10,"Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
