name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
johannesburg city,2022-03-15T00:00:00,15.8,15.8,14.8,93.79,0,0,,0,0,12.2,10.7,199,1018.6,88,9,0,0,0,10,Partially cloudy,partly-cloudy-night,"FALA,68263599999,FAOR"
johannesburg city,2022-03-15T01:00:00,15.3,15.3,14.4,94.57,0,0,rain,0,0,11.5,11.7,154,1018.6,88,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"FALA,68263599999,FAOR"
johannesburg city,2022-03-15T02:00:00,16,16,14.7,92.04,0,0,,0,0,13,10.9,142,1018.6,95.4,6.9,0,0,0,10,Overcast,cloudy,"FALA,68263099999,68263599999,68269099999,FAOR"
johannesburg city,2022-03-15T03:00:00,15.8,15.8,14.4,91.2,0,0,,0,0,8.6,10.4,121,1017.6,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"FALA,68263599999,FAOR"
johannesburg city,2022-03-15T04:00:00,15.8,15.8,14.4,91.2,0,0,,0,0,7.6,7.6,160,1017.6,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"FALA,68263599999,FAOR"
johannesburg city,2022-03-15T05:00:00,15.3,15.3,14.4,94.76,0,0,,0,0,10.1,9.5,117,1018,90.8,11.5,0,0,0,10,Overcast,cloudy,"68263099999,68269099999,68353099999,FAOR"
johannesburg city,2022-03-15T06:00:00,15.8,15.8,14.4,91.2,0,0,,0,0,11.2,7.9,120,1018.6,100,8,1,0,0,10,Overcast,cloudy,"FALA,68263599999,F8815,FAOR"
johannesburg city,2022-03-15T07:00:00,15.8,15.8,14.4,91.2,0,0,,0,0,10.8,8.3,101,1018.6,95.2,6.9,12,0,0,10,Overcast,cloudy,"FALA,F0671,68263599999,FAOR"
johannesburg city,2022-03-15T08:00:00,16.1,16.1,15.2,94.42,0,0,,0,0,9.6,8.3,104,1019.6,88.7,7.4,76,0.3,1,10,Partially cloudy,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR"
johannesburg city,2022-03-15T09:00:00,17.3,17.3,15.4,88.79,0,0,,0,0,12.6,8.6,96,1019.6,88.4,8.4,206,0.7,2,10,Partially cloudy,partly-cloudy-day,"FALA,F0671,68263599999,FAOR"
johannesburg city,2022-03-15T10:00:00,18.4,18.4,15.4,82.68,0,0,rain,0,0,14.8,2,0,1020,66.9,9.6,337,1.2,3,10,Partially cloudy,partly-cloudy-day,"FALA,F0671,68263599999,FAOR"
johannesburg city,2022-03-15T11:00:00,20.1,20.1,15.8,76.28,0,0,rain,0,0,12.4,8,7,1019.6,87.2,11.4,389,1.4,4,10,Partially cloudy,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR"
johannesburg city,2022-03-15T12:00:00,20.4,20.4,15.4,73.01,0,0,rain,0,0,14,9.6,334,1019.6,88.4,10,483,1.7,5,10,Partially cloudy,partly-cloudy-day,"FALA,F0671,68263599999,FAOR"
johannesburg city,2022-03-15T13:00:00,20.8,20.8,15,69.13,0,0,rain,0,0,14.4,11.4,346,1018.6,88.4,10,231,0.8,2,10,Partially cloudy,partly-cloudy-day,"FALA,F0671,68263599999,FAOR"
johannesburg city,2022-03-15T14:00:00,22.2,22.2,14.9,63.26,0.8,100,rain,0,0,13.3,9.9,290,1017.6,84.3,11.4,362,1.3,4,10,"Rain, Partially cloudy",rain,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR"
johannesburg city,2022-03-15T15:00:00,22.3,22.3,15,63.33,0,0,rain,0,0,16.9,12.2,261,1017.1,88.4,10,241,0.9,2,10,Partially cloudy,partly-cloudy-day,"FALA,F0671,68263599999,FAOR"
johannesburg city,2022-03-15T16:00:00,22.8,22.8,14.8,60.67,0,0,,0,0,15.8,11.4,248,1016.6,50,10,163,0.6,2,10,Partially cloudy,partly-cloudy-day,"FALA,F0671,68263599999,FAOR"
johannesburg city,2022-03-15T17:00:00,22.8,22.8,14.6,60.13,0,0,,0,0,13,10.5,216,1016.6,40.2,11.4,70,0.3,1,10,Partially cloudy,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR"
johannesburg city,2022-03-15T18:00:00,20.1,20.1,15,72.18,0,0,,0,0,9.4,12.7,166,1017.1,40.3,10,130,0.5,1,10,Partially cloudy,partly-cloudy-day,"FALA,F0671,68263599999,FAOR"
johannesburg city,2022-03-15T19:00:00,19.6,19.6,14.4,72.07,0,0,,0,0,4.7,12.7,135,1018.1,71.5,10,12,0,0,10,Partially cloudy,partly-cloudy-night,"FALA,F0671,68263599999,FAOR"
johannesburg city,2022-03-15T20:00:00,17.7,17.7,14.5,81.65,0,0,rain,0,0,25.1,18.7,86,1019.1,64.4,11.4,135,0.5,0,10,Partially cloudy,partly-cloudy-night,"FALA,68263099999,68263599999,68353099999,FAOR"
johannesburg city,2022-03-15T21:00:00,16.7,16.7,13.4,80.87,0,0,rain,0,0,16.2,21.3,99,1020.1,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"FALA,68263599999,FAOR"
johannesburg city,2022-03-15T22:00:00,15.7,15.7,12.4,80.74,0,0,,0,0,15.5,17.3,99,1020.6,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"FALA,68263599999,FAOR"
johannesburg city,2022-03-15T23:00:00,15.3,15.3,13.1,86.54,0,0,,0,0,20.3,16.3,109,1019.6,77,12.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"FALA,68263099999,68263599999,68269099999,FAOR"
