name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
houston city,2022-09-15T00:00:00,25.9,25.9,20,70.04,0,0,,0,0,13,11.4,109,1016.6,46.7,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
houston city,2022-09-15T01:00:00,25.8,25.8,20,70.3,0,0,,0,0,9.4,15.4,115,1016.4,80.3,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
houston city,2022-09-15T02:00:00,24.9,24.9,20.9,78.38,0,0,,0,0,18.4,14.3,77,1016.3,80.3,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
houston city,2022-09-15T03:00:00,24,24,19.1,74.1,0,0,,0,0,20.5,17,76,1015.9,28,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
houston city,2022-09-15T04:00:00,23.8,23.8,17.2,66.72,0,0,,0,0,24.8,9.3,70,1016.3,27.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,KIAH,72244012918,72243012960"
houston city,2022-09-15T05:00:00,23,23,17.1,69.41,0,0,,0,0,31.3,14.2,78,1016,46.7,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
houston city,2022-09-15T06:00:00,23,23,17,68.89,0,0,,0,0,28.4,16.3,78,1015.7,28,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
houston city,2022-09-15T07:00:00,23,23,17,68.89,0,0,,0,0,15.8,19.2,78,1016,4,16,0,0,0,10,Clear,clear-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
houston city,2022-09-15T08:00:00,23.2,23.2,17.1,68.65,0,0,,0,0,27,16.3,77,1016.7,4,16,19,0.1,0,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston city,2022-09-15T09:00:00,25.1,25.1,17.2,61.41,0,0,,0,0,26.3,15.6,67,1017.4,6.2,14.3,33,0.1,0,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston city,2022-09-15T10:00:00,25.4,25.4,18.2,64.35,0,0,,0,0,35.3,22.9,89,1017.7,87.4,14.3,193,0.7,2,10,Partially cloudy,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
